record_00001 value_037
record_07341 value_617
record_07342 value_654
record_07343 value_691
record_07344 value_728
record_07345 value_765
record_07346 value_802
record_07347 value_839
record_07348 value_876
record_07349 value_913
record_07350 value_950
record_07351 value_987
record_07352 value_024
record_07353 value_061
record_07354 value_098
record_07355 value_135
record_07356 value_172
record_07357 value_209
record_07358 value_246
record_07359 value_283
record_07360 value_320
record_07361 value_357
record_07362 value_394
record_07363 value_431
record_07364 value_468
record_07365 value_505
record_07366 value_542
record_07367 value_579
record_07368 value_616
record_07369 value_653
record_07370 value_690
record_07371 value_727
record_07372 value_764
record_07373 value_801
record_07374 value_838
record_07375 value_875
record_07376 value_912
record_07377 value_949
record_07378 value_986
record_07379 value_023
record_07380 value_060
record_07381 value_097
record_07382 value_134
record_07383 value_171
record_07384 value_208
record_07385 value_245
record_07386 value_282
record_07387 value_319
record_07388 value_356
record_07389 value_393
record_07390 value_430
record_07391 value_467
record_07392 value_504
record_07393 value_541
record_07394 value_578
record_07395 value_615
record_07396 value_652
record_07397 value_689
record_07398 value_726
record_07399 value_763
record_07400 value_800
record_07401 value_837
record_07402 value_874
record_07403 value_911
record_07404 value_948
record_07405 value_985
record_07406 value_022
record_07407 value_059
record_07408 value_096
record_07409 value_133
record_07410 value_170
record_07411 value_207
record_07412 value_244
record_07413 value_281
record_07414 value_318
record_07415 value_355
record_07416 value_392
record_07417 value_429
record_07418 value_466
record_07419 value_503
record_07420 value_540
record_07421 value_577
record_07422 value_614
record_07423 value_651
record_07424 value_688
record_07425 value_725
record_07426 value_762
record_07427 value_799
record_07428 value_836
record_07429 value_873
record_07430 value_910
record_07431 value_947
record_07432 value_984
record_07433 value_021
record_07434 value_058
record_07435 value_095
record_07436 value_132
record_07437 value_169
record_07438 value_206
record_07439 value_243
record_07440 value_280
record_07441 value_317
record_07442 value_354
record_07443 value_391
record_07444 value_428
record_07445 value_465
record_07446 value_502
record_07447 value_539
record_07448 value_576
record_07449 value_613
record_07450 value_650
record_07451 value_687
record_07452 value_724
record_07453 value_761
record_07454 value_798
record_07455 value_835
record_07456 value_872
record_07457 value_909
record_07458 value_946
record_07459 value_983
record_07460 value_020
record_07461 value_057
record_07462 value_094
record_07463 value_131
record_07464 value_168
record_07465 value_205
record_07466 value_242
record_07467 value_279
record_07468 value_316
record_07469 value_353
record_07470 value_390
record_07471 value_427
record_07472 value_464
record_07473 value_501
record_07474 value_538
record_07475 value_575
record_07476 value_612
record_07477 value_649
record_07478 value_686
record_07479 value_723
record_07480 value_760
record_07481 value_797
record_07482 value_834
record_07483 value_871
record_07484 value_908
record_07485 value_945
record_07486 value_982
record_07487 value_019
record_07488 value_056
record_07489 value_093
record_07490 value_130
record_07491 value_167
record_07492 value_204
record_07493 value_241
record_07494 value_278
record_07495 value_315
record_07496 value_352
record_07497 value_389
record_07498 value_426
record_07499 value_463
record_07500 value_500
record_07501 value_537
record_07502 value_574
record_07503 value_611
record_07504 value_648
record_07505 value_685
record_07506 value_722
record_07507 value_759
record_07508 value_796
record_07509 value_833
record_07510 value_870
record_07511 value_907
record_07512 value_944
record_07513 value_981
record_07514 value_018
record_07515 value_055
record_07516 value_092
record_07517 value_129
record_07518 value_166
record_07519 value_203
record_07520 value_240
record_07521 value_277
record_07522 value_314
record_07523 value_351
record_07524 value_388
record_07525 value_425
record_07526 value_462
record_07527 value_499
record_07528 value_536
record_07529 value_573
record_07530 value_610
record_07531 value_647
record_07532 value_684
record_07533 value_721
record_07534 value_758
record_07535 value_795
record_07536 value_832
record_07537 value_869
record_07538 value_906
record_07539 value_943
record_07540 value_980
record_07541 value_017
record_07542 value_054
record_07543 value_091
record_07544 value_128
record_07545 value_165
record_07546 value_202
record_07547 value_239
record_07548 value_276
record_07549 value_313
record_07550 value_350
record_07551 value_387
record_07552 value_424
record_07553 value_461
record_07554 value_498
record_07555 value_535
record_07556 value_572
record_07557 value_609
record_07558 value_646
record_07559 value_683
record_07560 value_720
record_07561 value_757
record_07562 value_794
record_07563 value_831
record_07564 value_868
record_07565 value_905
record_07566 value_942
record_07567 value_979
record_07568 value_016
record_07569 value_053
record_07570 value_090
record_07571 value_127
record_07572 value_164
record_07573 value_201
record_07574 value_238
record_07575 value_275
record_07576 value_312
record_07577 value_349
record_07578 value_386
record_07579 value_423
record_07580 value_460
record_07581 value_497
record_07582 value_534
record_07583 value_571
record_07584 value_608
record_07585 value_645
record_07586 value_682
record_07587 value_719
record_07588 value_756
record_07589 value_793
record_07590 value_830
record_07591 value_867
record_07592 value_904
record_07593 value_941
record_07594 value_978
record_07595 value_015
record_07596 value_052
record_07597 value_089
record_07598 value_126
record_07599 value_163
record_07600 value_200
record_07601 value_237
record_07602 value_274
record_07603 value_311
record_07604 value_348
record_07605 value_385
record_07606 value_422
record_07607 value_459
record_07608 value_496
record_07609 value_533
record_07610 value_570
record_07611 value_607
record_07612 value_644
record_07613 value_681
record_07614 value_718
record_07615 value_755
record_07616 value_792
record_07617 value_829
record_07618 value_866
record_07619 value_903
record_07620 value_940
record_07621 value_977
record_07622 value_014
record_07623 value_051
record_07624 value_088
record_07625 value_125
record_07626 value_162
record_07627 value_199
record_07628 value_236
record_07629 value_273
record_07630 value_310
record_07631 value_347
record_07632 value_384
record_07633 value_421
record_07634 value_458
record_07635 value_495
record_07636 value_532
record_07637 value_569
record_07638 value_606
record_07639 value_643
record_07640 value_680
record_07641 value_717
record_07642 value_754
record_07643 value_791
record_07644 value_828
record_07645 value_865
record_07646 value_902
record_07647 value_939
record_07648 value_976
record_07649 value_013
record_07650 value_050
record_07651 value_087
record_07652 value_124
record_07653 value_161
record_07654 value_198
record_07655 value_235
record_07656 value_272
record_07657 value_309
record_07658 value_346
record_07659 value_383
record_07660 value_420
record_07661 value_457
record_07662 value_494
record_07663 value_531
record_07664 value_568
record_07665 value_605
record_07666 value_642
record_07667 value_679
record_07668 value_716
record_07669 value_753
record_07670 value_790
record_07671 value_827
record_07672 value_864
record_07673 value_901
record_07674 value_938
record_07675 value_975
record_07676 value_012
record_07677 value_049
record_07678 value_086
record_07679 value_123
record_07680 value_160
record_07681 value_197
record_07682 value_234
record_07683 value_271
record_07684 value_308
record_07685 value_345
record_07686 value_382
record_07687 value_419
record_07688 value_456
record_07689 value_493
record_07690 value_530
record_07691 value_567
record_07692 value_604
record_07693 value_641
record_07694 value_678
record_07695 value_715
record_07696 value_752
record_07697 value_789
record_07698 value_826
record_07699 value_863
record_07700 value_900
record_07701 value_937
record_07702 value_974
record_07703 value_011
record_07704 value_048
record_07705 value_085
record_07706 value_122
record_07707 value_159
record_07708 value_196
record_07709 value_233
record_07710 value_270
record_07711 value_307
record_07712 value_344
record_07713 value_381
record_07714 value_418
record_07715 value_455
record_07716 value_492
record_07717 value_529
record_07718 value_566
record_07719 value_603
record_07720 value_640
record_07721 value_677
record_07722 value_714
record_07723 value_751
record_07724 value_788
record_07725 value_825
record_07726 value_862
record_07727 value_899
record_07728 value_936
record_07729 value_973
record_07730 value_010
record_07731 value_047
record_07732 value_084
record_07733 value_121
record_07734 value_158
record_07735 value_195
record_07736 value_232
record_07737 value_269
record_07738 value_306
record_07739 value_343
record_07740 value_380
record_07741 value_417
record_07742 value_454
record_07743 value_491
record_07744 value_528
record_07745 value_565
record_07746 value_602
record_07747 value_639
record_07748 value_676
record_07749 value_713
record_07750 value_750
record_07751 value_787
record_07752 value_824
record_07753 value_861
record_07754 value_898
record_07755 value_935
record_07756 value_972
record_07757 value_009
record_07758 value_046
record_07759 value_083
record_07760 value_120
record_07761 value_157
record_07762 value_194
record_07763 value_231
record_07764 value_268
record_07765 value_305
record_07766 value_342
record_07767 value_379
record_07768 value_416
record_07769 value_453
record_07770 value_490
record_07771 value_527
record_07772 value_564
record_07773 value_601
record_07774 value_638
record_07775 value_675
record_07776 value_712
record_07777 value_749
record_07778 value_786
record_07779 value_823
record_07780 value_860
record_07781 value_897
record_07782 value_934
record_07783 value_971
record_07784 value_008
record_07785 value_045
record_07786 value_082
record_07787 value_119
record_07788 value_156
record_07789 value_193
record_07790 value_230
record_07791 value_267
record_07792 value_304
record_07793 value_341
record_07794 value_378
record_07795 value_415
record_07796 value_452
record_07797 value_489
record_07798 value_526
record_07799 value_563
record_07800 value_600
record_07801 value_637
record_07802 value_674
record_07803 value_711
record_07804 value_748
record_07805 value_785
record_07806 value_822
record_07807 value_859
record_07808 value_896
record_07809 value_933
record_07810 value_970
record_07811 value_007
record_07812 value_044
record_07813 value_081
record_07814 value_118
record_07815 value_155
record_07816 value_192
record_07817 value_229
record_07818 value_266
record_07819 value_303
record_07820 value_340
record_07821 value_377
record_07822 value_414
record_07823 value_451
record_07824 value_488
record_07825 value_525
record_07826 value_562
record_07827 value_599
record_07828 value_636
record_07829 value_673
record_07830 value_710
record_07831 value_747
record_07832 value_784
record_07833 value_821
record_07834 value_858
record_07835 value_895
record_07836 value_932
record_07837 value_969
record_07838 value_006
record_07839 value_043
record_07840 value_080
record_07841 value_117
record_07842 value_154
record_07843 value_191
record_07844 value_228
record_07845 value_265
record_07846 value_302
record_07847 value_339
record_07848 value_376
record_07849 value_413
record_07850 value_450
record_07851 value_487
record_07852 value_524
record_07853 value_561
record_07854 value_598
record_07855 value_635
record_07856 value_672
record_07857 value_709
record_07858 value_746
record_07859 value_783
record_07860 value_820
record_07861 value_857
record_07862 value_894
record_07863 value_931
record_07864 value_968
record_07865 value_005
record_07866 value_042
record_07867 value_079
record_07868 value_116
record_07869 value_153
record_07870 value_190
record_07871 value_227
record_07872 value_264
record_07873 value_301
record_07874 value_338
record_07875 value_375
record_07876 value_412
record_07877 value_449
record_07878 value_486
record_07879 value_523
record_07880 value_560
record_07881 value_597
record_07882 value_634
record_07883 value_671
record_07884 value_708
record_07885 value_745
record_07886 value_782
record_07887 value_819
record_07888 value_856
record_07889 value_893
record_07890 value_930
record_07891 value_967
record_07892 value_004
record_07893 value_041
record_07894 value_078
record_07895 value_115
record_07896 value_152
record_07897 value_189
record_07898 value_226
record_07899 value_263
record_07900 value_300
record_07901 value_337
record_07902 value_374
record_07903 value_411
record_07904 value_448
record_07905 value_485
record_07906 value_522
record_07907 value_559
record_07908 value_596
record_07909 value_633
record_07910 value_670
record_07911 value_707
record_07912 value_744
record_07913 value_781
record_07914 value_818
record_07915 value_855
record_07916 value_892
record_07917 value_929
record_07918 value_966
record_07919 value_003
record_07920 value_040
record_07921 value_077
record_07922 value_114
record_07923 value_151
record_07924 value_188
record_07925 value_225
record_07926 value_262
record_07927 value_299
record_07928 value_336
record_07929 value_373
record_07930 value_410
record_07931 value_447
record_07932 value_484
record_07933 value_521
record_07934 value_558
record_07935 value_595
record_07936 value_632
record_07937 value_669
record_07938 value_706
record_07939 value_743
record_07940 value_780
record_07941 value_817
record_07942 value_854
record_07943 value_891
record_07944 value_928
record_07945 value_965
record_07946 value_002
record_07947 value_039
record_07948 value_076
record_07949 value_113
record_07950 value_150
record_07951 value_187
record_07952 value_224
record_07953 value_261
record_07954 value_298
record_07955 value_335
record_07956 value_372
record_07957 value_409
record_07958 value_446
record_07959 value_483
record_07960 value_520
record_07961 value_557
record_07962 value_594
record_07963 value_631
record_07964 value_668
record_07965 value_705
record_07966 value_742
record_07967 value_779
record_07968 value_816
record_07969 value_853
record_07970 value_890
record_07971 value_927
record_07972 value_964
record_07973 value_001
record_07974 value_038
record_07975 value_075
record_07976 value_112
record_07977 value_149
record_07978 value_186
record_07979 value_223
record_07980 value_260
record_07981 value_297
record_07982 value_334
record_07983 value_371
record_07984 value_408
record_07985 value_445
record_07986 value_482
record_07987 value_519
record_07988 value_556
record_07989 value_593
record_07990 value_630
record_07991 value_667
record_07992 value_704
record_07993 value_741
record_07994 value_778
record_07995 value_815
record_07996 value_852
record_07997 value_889
record_07998 value_926
record_07999 value_963
record_08000 value_000
record_08001 value_037
record_08002 value_074
record_08003 value_111
record_08004 value_148
record_08005 value_185
record_08006 value_222
record_08007 value_259
record_08008 value_296
record_08009 value_333
record_08010 value_370
record_08011 value_407
record_08012 value_444
record_08013 value_481
record_08014 value_518
record_08015 value_555
record_08016 value_592
record_08017 value_629
record_08018 value_666
record_08019 value_703
record_08020 value_740
record_08021 value_777
record_08022 value_814
record_08023 value_851
record_08024 value_888
record_08025 value_925
record_08026 value_962
record_08027 value_999
record_08028 value_036
record_08029 value_073
record_08030 value_110
record_08031 value_147
record_08032 value_184
record_08033 value_221
record_08034 value_258
record_08035 value_295
record_08036 value_332
record_08037 value_369
record_08038 value_406
record_08039 value_443
record_08040 value_480
record_08041 value_517
record_08042 value_554
record_08043 value_591
record_08044 value_628
record_08045 value_665
record_08046 value_702
record_08047 value_739
record_08048 value_776
record_08049 value_813
record_08050 value_850
record_08051 value_887
record_08052 value_924
record_08053 value_961
record_08054 value_998
record_08055 value_035
record_08056 value_072
record_08057 value_109
record_08058 value_146
record_08059 value_183
record_08060 value_220
record_08061 value_257
record_08062 value_294
record_08063 value_331
record_08064 value_368
record_08065 value_405
record_08066 value_442
record_08067 value_479
record_08068 value_516
record_08069 value_553
record_08070 value_590
record_08071 value_627
record_08072 value_664
record_08073 value_701
record_08074 value_738
record_08075 value_775
record_08076 value_812
record_08077 value_849
record_08078 value_886
record_08079 value_923
record_08080 value_960
record_08081 value_997
record_08082 value_034
record_08083 value_071
record_08084 value_108
record_08085 value_145
record_08086 value_182
record_08087 value_219
record_08088 value_256
record_08089 value_293
record_08090 value_330
record_08091 value_367
record_08092 value_404
record_08093 value_441
record_08094 value_478
record_08095 value_515
record_08096 value_552
record_08097 value_589
record_08098 value_626
record_08099 value_663
record_08100 value_700
record_08101 value_737
record_08102 value_774
record_08103 value_811
record_08104 value_848
record_08105 value_885
record_08106 value_922
record_08107 value_959
record_08108 value_996
record_08109 value_033
record_08110 value_070
record_08111 value_107
record_08112 value_144
record_08113 value_181
record_08114 value_218
record_08115 value_255
record_08116 value_292
record_08117 value_329
record_08118 value_366
record_08119 value_403
record_08120 value_440
record_08121 value_477
record_08122 value_514
record_08123 value_551
record_08124 value_588
record_08125 value_625
record_08126 value_662
record_08127 value_699
record_08128 value_736
record_08129 value_773
record_08130 value_810
record_08131 value_847
record_08132 value_884
record_08133 value_921
record_08134 value_958
record_08135 value_995
record_08136 value_032
record_08137 value_069
record_08138 value_106
record_08139 value_143
record_08140 value_180
record_08141 value_217
record_08142 value_254
record_08143 value_291
record_08144 value_328
record_08145 value_365
record_08146 value_402
record_08147 value_439
record_08148 value_476
record_08149 value_513
record_08150 value_550
record_08151 value_587
record_08152 value_624
record_08153 value_661
record_08154 value_698
record_08155 value_735
record_08156 value_772
record_08157 value_809
record_08158 value_846
record_08159 value_883
record_08160 value_920
record_08161 value_957
record_08162 value_994
record_08163 value_031
record_08164 value_068
record_08165 value_105
record_08166 value_142
record_08167 value_179
record_08168 value_216
record_08169 value_253
record_08170 value_290
record_08171 value_327
record_08172 value_364
record_08173 value_401
record_08174 value_438
record_08175 value_475
record_08176 value_512
record_08177 value_549
record_08178 value_586
record_08179 value_623
record_08180 value_660
record_08181 value_697
record_08182 value_734
record_08183 value_771
record_08184 value_808
record_08185 value_845
record_08186 value_882
record_08187 value_919
record_08188 value_956
record_08189 value_993
record_08190 value_030
record_08191 value_067
record_08192 value_104
record_08193 value_141
record_08194 value_178
record_08195 value_215
record_08196 value_252
record_08197 value_289
record_08198 value_326
record_08199 value_363
record_08200 value_400
record_08201 value_437
record_08202 value_474
record_08203 value_511
record_08204 value_548
record_08205 value_585
record_08206 value_622
record_08207 value_659
record_08208 value_696
record_08209 value_733
record_08210 value_770
record_08211 value_807
record_08212 value_844
record_08213 value_881
record_08214 value_918
record_08215 value_955
record_08216 value_992
record_08217 value_029
record_08218 value_066
record_08219 value_103
record_08220 value_140
record_08221 value_177
record_08222 value_214
record_08223 value_251
record_08224 value_288
record_08225 value_325
record_08226 value_362
record_08227 value_399
record_08228 value_436
record_08229 value_473
record_08230 value_510
record_08231 value_547
record_08232 value_584
record_08233 value_621
record_08234 value_658
record_08235 value_695
record_08236 value_732
record_08237 value_769
record_08238 value_806
record_08239 value_843
record_08240 value_880
record_08241 value_917
record_08242 value_954
record_08243 value_991
record_08244 value_028
record_08245 value_065
record_08246 value_102
record_08247 value_139
record_08248 value_176
record_08249 value_213
record_08250 value_250
record_08251 value_287
record_08252 value_324
record_08253 value_361
record_08254 value_398
record_08255 value_435
record_08256 value_472
record_08257 value_509
record_08258 value_546
record_08259 value_583
record_08260 value_620
record_08261 value_657
record_08262 value_694
record_08263 value_731
record_08264 value_768
record_08265 value_805
record_08266 value_842
record_08267 value_879
record_08268 value_916
record_08269 value_953
record_08270 value_990
record_08271 value_027
record_08272 value_064
record_08273 value_101
record_08274 value_138
record_08275 value_175
record_08276 value_212
record_08277 value_249
record_08278 value_286
record_08279 value_323
record_08280 value_360
record_08281 value_397
record_08282 value_434
record_08283 value_471
record_08284 value_508
record_08285 value_545
record_08286 value_582
record_08287 value_619
record_08288 value_656
record_08289 value_693
record_08290 value_730
record_08291 value_767
record_08292 value_804
record_08293 value_841
record_08294 value_878
record_08295 value_915
record_08296 value_952
record_08297 value_989
record_08298 value_026
record_08299 value_063
record_08300 value_100
record_08301 value_137
record_08302 value_174
record_08303 value_211
record_08304 value_248
record_08305 value_285
record_08306 value_322
record_08307 value_359
record_08308 value_396
record_08309 value_433
record_08310 value_470
record_08311 value_507
record_08312 value_544
record_08313 value_581
record_08314 value_618
record_08315 value_655
record_08316 value_692
record_08317 value_729
record_08318 value_766
record_08319 value_803
record_08320 value_840
record_08321 value_877
record_08322 value_914
record_08323 value_951
record_08324 value_988
record_08325 value_025
record_08326 value_062
record_08327 value_099
record_08328 value_136
record_08329 value_173
record_08330 value_210
record_08331 value_247
record_08332 value_284
record_08333 value_321
record_08334 value_358
record_08335 value_395
record_08336 value_432
record_08337 value_469
record_08338 value_506
record_08339 value_543
record_08340 value_580
record_08341 value_617
record_08342 value_654
record_08343 value_691
record_08344 value_728
record_08345 value_765
record_08346 value_802
record_08347 value_839
record_08348 value_876
record_08349 value_913
record_08350 value_950
record_08351 value_987
record_08352 value_024
record_08353 value_061
record_08354 value_098
record_08355 value_135
record_08356 value_172
record_08357 value_209
record_08358 value_246
record_08359 value_283
record_08360 value_320
record_08361 value_357
record_08362 value_394
record_08363 value_431
record_08364 value_468
record_08365 value_505
record_08366 value_542
record_08367 value_579
record_08368 value_616
record_08369 value_653
record_08370 value_690
record_08371 value_727
record_08372 value_764
record_08373 value_801
record_08374 value_838
record_08375 value_875
record_08376 value_912
record_08377 value_949
record_08378 value_986
record_08379 value_023
record_08380 value_060
record_08381 value_097
record_08382 value_134
record_08383 value_171
record_08384 value_208
record_08385 value_245
record_08386 value_282
record_08387 value_319
record_08388 value_356
record_08389 value_393
record_08390 value_430
record_08391 value_467
record_08392 value_504
record_08393 value_541
record_08394 value_578
record_08395 value_615
record_08396 value_652
record_08397 value_689
record_08398 value_726
record_08399 value_763
record_08400 value_800
record_08401 value_837
record_08402 value_874
record_08403 value_911
record_08404 value_948
record_08405 value_985
record_08406 value_022
record_08407 value_059
record_08408 value_096
record_08409 value_133
record_08410 value_170
record_08411 value_207
record_08412 value_244
record_08413 value_281
record_08414 value_318
record_08415 value_355
record_08416 value_392
record_08417 value_429
record_08418 value_466
record_08419 value_503
record_08420 value_540
record_08421 value_577
record_08422 value_614
record_08423 value_651
record_08424 value_688
record_08425 value_725
record_08426 value_762
record_08427 value_799
record_08428 value_836
record_08429 value_873
record_08430 value_910
record_08431 value_947
record_08432 value_984
record_08433 value_021
record_08434 value_058
record_08435 value_095
record_08436 value_132
record_08437 value_169
record_08438 value_206
record_08439 value_243
record_08440 value_280
record_08441 value_317
record_08442 value_354
record_08443 value_391
record_08444 value_428
record_08445 value_465
record_08446 value_502
record_08447 value_539
record_08448 value_576
record_08449 value_613
record_08450 value_650
record_08451 value_687
record_08452 value_724
record_08453 value_761
record_08454 value_798
record_08455 value_835
record_08456 value_872
record_08457 value_909
record_08458 value_946
record_08459 value_983
record_08460 value_020
record_08461 value_057
record_08462 value_094
record_08463 value_131
record_08464 value_168
record_08465 value_205
record_08466 value_242
record_08467 value_279
record_08468 value_316
record_08469 value_353
record_08470 value_390
record_08471 value_427
record_08472 value_464
record_08473 value_501
record_08474 value_538
record_08475 value_575
record_08476 value_612
record_08477 value_649
record_08478 value_686
record_08479 value_723
record_08480 value_760
record_08481 value_797
record_08482 value_834
record_08483 value_871
record_08484 value_908
record_08485 value_945
record_08486 value_982
record_08487 value_019
record_08488 value_056
record_08489 value_093
record_08490 value_130
record_08491 value_167
record_08492 value_204
record_08493 value_241
record_08494 value_278
record_08495 value_315
record_08496 value_352
record_08497 value_389
record_08498 value_426
record_08499 value_463
record_08500 value_500
record_08501 value_537
record_08502 value_574
record_08503 value_611
record_08504 value_648
record_08505 value_685
record_08506 value_722
record_08507 value_759
record_08508 value_796
record_08509 value_833
record_08510 value_870
record_08511 value_907
record_08512 value_944
record_08513 value_981
record_08514 value_018
record_08515 value_055
record_08516 value_092
record_08517 value_129
record_08518 value_166
record_08519 value_203
record_08520 value_240
record_08521 value_277
record_08522 value_314
record_08523 value_351
record_08524 value_388
record_08525 value_425
record_08526 value_462
record_08527 value_499
record_08528 value_536
record_08529 value_573
record_08530 value_610
record_08531 value_647
record_08532 value_684
record_08533 value_721
record_08534 value_758
record_08535 value_795
record_08536 value_832
record_08537 value_869
record_08538 value_906
record_08539 value_943
record_08540 value_980
record_08541 value_017
record_08542 value_054
record_08543 value_091
record_08544 value_128
record_08545 value_165
record_08546 value_202
record_08547 value_239
record_08548 value_276
record_08549 value_313
record_08550 value_350
record_08551 value_387
record_08552 value_424
record_08553 value_461
record_08554 value_498
record_08555 value_535
record_08556 value_572
record_08557 value_609
record_08558 value_646
record_08559 value_683
record_08560 value_720
record_08561 value_757
record_08562 value_794
record_08563 value_831
record_08564 value_868
record_08565 value_905
record_08566 value_942
record_08567 value_979
record_08568 value_016
record_08569 value_053
record_08570 value_090
record_08571 value_127
record_08572 value_164
record_08573 value_201
record_08574 value_238
record_08575 value_275
record_08576 value_312
record_08577 value_349
record_08578 value_386
record_08579 value_423
record_08580 value_460
record_08581 value_497
record_08582 value_534
record_08583 value_571
record_08584 value_608
record_08585 value_645
record_08586 value_682
record_08587 value_719
record_08588 value_756
record_08589 value_793
record_08590 value_830
record_08591 value_867
record_08592 value_904
record_08593 value_941
record_08594 value_978
record_08595 value_015
record_08596 value_052
record_08597 value_089
record_08598 value_126
record_08599 value_163
record_08600 value_200
record_08601 value_237
record_08602 value_274
record_08603 value_311
record_08604 value_348
record_08605 value_385
record_08606 value_422
record_08607 value_459
record_08608 value_496
record_08609 value_533
record_08610 value_570
record_08611 value_607
record_08612 value_644
record_08613 value_681
record_08614 value_718
record_08615 value_755
record_08616 value_792
record_08617 value_829
record_08618 value_866
record_08619 value_903
record_08620 value_940
record_08621 value_977
record_08622 value_014
record_08623 value_051
record_08624 value_088
record_08625 value_125
record_08626 value_162
record_08627 value_199
record_08628 value_236
record_08629 value_273
record_08630 value_310
record_08631 value_347
record_08632 value_384
record_08633 value_421
record_08634 value_458
record_08635 value_495
record_08636 value_532
record_08637 value_569
record_08638 value_606
record_08639 value_643
record_08640 value_680
record_08641 value_717
record_08642 value_754
record_08643 value_791
record_08644 value_828
record_08645 value_865
record_08646 value_902
record_08647 value_939
record_08648 value_976
record_08649 value_013
record_08650 value_050
record_08651 value_087
record_08652 value_124
record_08653 value_161
record_08654 value_198
record_08655 value_235
record_08656 value_272
record_08657 value_309
record_08658 value_346
record_08659 value_383
record_08660 value_420
record_08661 value_457
record_08662 value_494
record_08663 value_531
record_08664 value_568
record_08665 value_605
record_08666 value_642
record_08667 value_679
record_08668 value_716
record_08669 value_753
record_08670 value_790
record_08671 value_827
record_08672 value_864
record_08673 value_901
record_08674 value_938
record_08675 value_975
record_08676 value_012
record_08677 value_049
record_08678 value_086
record_08679 value_123
record_08680 value_160
record_08681 value_197
record_08682 value_234
record_08683 value_271
record_08684 value_308
record_08685 value_345
record_08686 value_382
record_08687 value_419
record_08688 value_456
record_08689 value_493
record_08690 value_530
record_08691 value_567
record_08692 value_604
record_08693 value_641
record_08694 value_678
record_08695 value_715
record_08696 value_752
record_08697 value_789
record_08698 value_826
record_08699 value_863
record_08700 value_900
record_08701 value_937
record_08702 value_974
record_08703 value_011
record_08704 value_048
record_08705 value_085
record_08706 value_122
record_08707 value_159
record_08708 value_196
record_08709 value_233
record_08710 value_270
record_08711 value_307
record_08712 value_344
record_08713 value_381
record_08714 value_418
record_08715 value_455
record_08716 value_492
record_08717 value_529
record_08718 value_566
record_08719 value_603
record_08720 value_640
record_08721 value_677
record_08722 value_714
record_08723 value_751
record_08724 value_788
record_08725 value_825
record_08726 value_862
record_08727 value_899
record_08728 value_936
record_08729 value_973
record_08730 value_010
record_08731 value_047
record_08732 value_084
record_08733 value_121
record_08734 value_158
record_08735 value_195
record_08736 value_232
record_08737 value_269
record_08738 value_306
record_08739 value_343
record_08740 value_380
record_08741 value_417
record_08742 value_454
record_08743 value_491
record_08744 value_528
record_08745 value_565
record_08746 value_602
record_08747 value_639
record_08748 value_676
record_08749 value_713
record_08750 value_750
record_08751 value_787
record_08752 value_824
record_08753 value_861
record_08754 value_898
record_08755 value_935
record_08756 value_972
record_08757 value_009
record_08758 value_046
record_08759 value_083
record_08760 value_120
record_08761 value_157
record_08762 value_194
record_08763 value_231
record_08764 value_268
record_08765 value_305
record_08766 value_342
record_08767 value_379
record_08768 value_416
record_08769 value_453
record_08770 value_490
record_08771 value_527
record_08772 value_564
record_08773 value_601
record_08774 value_638
record_08775 value_675
record_08776 value_712
record_08777 value_749
record_08778 value_786
record_08779 value_823
record_08780 value_860
record_08781 value_897
record_08782 value_934
record_08783 value_971
record_08784 value_008
record_08785 value_045
record_08786 value_082
record_08787 value_119
record_08788 value_156
record_08789 value_193
record_08790 value_230
record_08791 value_267
record_08792 value_304
record_08793 value_341
record_08794 value_378
record_08795 value_415
record_08796 value_452
record_08797 value_489
record_08798 value_526
record_08799 value_563
record_08800 value_600
record_08801 value_637
record_08802 value_674
record_08803 value_711
record_08804 value_748
record_08805 value_785
record_08806 value_822
record_08807 value_859
record_08808 value_896
record_08809 value_933
record_08810 value_970
record_08811 value_007
record_08812 value_044
record_08813 value_081
record_08814 value_118
record_08815 value_155
record_08816 value_192
record_08817 value_229
record_08818 value_266
record_08819 value_303
record_08820 value_340
record_08821 value_377
record_08822 value_414
record_08823 value_451
record_08824 value_488
record_08825 value_525
record_08826 value_562
record_08827 value_599
record_08828 value_636
record_08829 value_673
record_08830 value_710
record_08831 value_747
record_08832 value_784
record_08833 value_821
record_08834 value_858
record_08835 value_895
record_08836 value_932
record_08837 value_969
record_08838 value_006
record_08839 value_043
record_08840 value_080
record_08841 value_117
record_08842 value_154
record_08843 value_191
record_08844 value_228
record_08845 value_265
record_08846 value_302
record_08847 value_339
record_08848 value_376
record_08849 value_413
record_08850 value_450
record_08851 value_487
record_08852 value_524
record_08853 value_561
record_08854 value_598
record_08855 value_635
record_08856 value_672
record_08857 value_709
record_08858 value_746
record_08859 value_783
record_08860 value_820
record_08861 value_857
record_08862 value_894
record_08863 value_931
record_08864 value_968
record_08865 value_005
record_08866 value_042
record_08867 value_079
record_08868 value_116
record_08869 value_153
record_08870 value_190
record_08871 value_227
record_08872 value_264
record_08873 value_301
record_08874 value_338
record_08875 value_375
record_08876 value_412
record_08877 value_449
record_08878 value_486
record_08879 value_523
record_08880 value_560
record_08881 value_597
record_08882 value_634
record_08883 value_671
record_08884 value_708
record_08885 value_745
record_08886 value_782
record_08887 value_819
record_08888 value_856
record_08889 value_893
record_08890 value_930
record_08891 value_967
record_08892 value_004
record_08893 value_041
record_08894 value_078
